Unnamed: 0,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,accepted
499,more_than_200,6,Critical_acct_other_credits_existing,newcar,1613.1351273364808,100_to_500DM,>7yrs,2,male_divorced/separated,None,4,car_or_other_nonsavings,28.0,none,own,2,skilled_employee/official,2,yes,yes,0
500,zero_checking,24,Existing_credits_paid_till_now,new_car,5035.0,<100DM,<1yr,4,female_divorced/separated/married,None,1,building_society_savings_agreement/life_insurance,27.0,none,own,1,skilled_employee/official,1,none,yes,1
501,zero_checking,36,Existing_credits_paid_till_now,used_car,4845.0,<100DM,>7yrs,2,male_single,None,4,unknown/no_property,,none,for_free,1,skilled_employee/official,2,none,yes,0
502,more_than_200,9,Existing_credits_paid_till_now,radio/television,4648.199719251354,100_to_500DM,>7yrs,2,male_divorced/separated,None,4,real_estate,49.0,none,own,1,skilled_employee/official,1,none,yes,0
503,from_zero_to_200,24,Critical_acct_other_credits_existing,radio/television,7819.0,100_to_500DM,<1yr,4,male_single,None,4,unknown/no_property,38.0,bank,own,2,skilled_employee/official,2,none,yes,1
504,zero_checking,24,Existing_credits_paid_till_now,new_car,5418.4461810182975,<100DM,<1yr,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,24.0,none,rent,1,skilled_employee/official,1,none,yes,1
505,None,10,Existing_credits_paid_till_now,new_car,5980.253372766156,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,guarantor,4,building_society_savings_agreement/life_insurance,27.0,none,own,1,unskilled_resident,1,none,yes,1
506,more_than_200,15,Critical_acct_other_credits_existing,used_car,2400.534518709945,500_to_1000DM,1_to_4yrs,2,male_single,None,2,car_or_other_nonsavings,36.0,none,own,1,skilled_employee/official,1,yes,yes,0
507,from_0_to_200,15,All_credits_paid_duly,new_car,8230.298451831542,100_to_500DM,unemployed,1,male_single,None,2,building_society_savings_agreement/life_insurance,34.0,none,own,1,management_self-employed_highly_qualified/officer,2,yes,yes,1
508,None,24,Existing_credits_paid_till_now,radio/television,2390.0,<100DM,1_to_4yrs,4,male_married/widowed,None,2,building_society_savings_agreement/life_insurance,28.0,none,own,1,skilled_employee/official,1,none,yes,0
509,None,39,Existing_credits_paid_till_now,used_car,2693.0,100_to_500DM,>7yrs,4,male_single,None,2,car_or_other_nonsavings,45.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
510,0_checking,12,Existing_credits_paid_till_now,newcar,18246.0,<100DM,4_to_7yrs,4,male_single,None,2,real_estate,26.0,none,own,1,skilled_employee/official,1,none,yes,1
511,None,36,Existing_credits_paid_till_now,used_car,3081.0153611101946,<100DM,1_to_4yrs,2,male_single,None,2,unknown/no_property,32.0,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
512,more_than_200,15,Existing_credits_paid_till_now,business,2655.0,<100DM,4_to_7yrs,2,male_single,None,4,building_society_savings_agreement/life_insurance,26.0,none,rent,1,skilled_employee/official,1,yes,yes,0
513,from_0_to_200,12,Delay_in_past,radio/television,4869.0,<100DM,1_to_4yrs,4,male_married/widowed,co-applicant,4,real_estate,20.0,none,rent,2,skilled_employee/official,1,none,yes,0
514,None,24,None,new_car,3960.0,Unknown_or_no_savings_acct,<1yr,4,male_single,None,1,building_society_savings_agreement/life_insurance,54.0,none,own,1,skilled_employee/official,1,none,yes,0
515,zero_checking,6,Critical_acct_other_credits_existing,new_car,4287.339985189818,<100DM,4_to_7yrs,4,feemale_divorced/separated/married,None,3,building_society_savings_agreement/life_insurance,37.0,none,own,2,skilled_employee/official,1,none,no,0
516,0_checking,6,Critical_acct_other_credits_existing,new_car,9948.0,<100DM,<1yr,2,male_single,None,4,real_estate,40.0,none,own,1,unskilled_resident,2,none,no,0
517,None,36,Critical_acct_other_credits_existing,furniture/equipment,7406.799507525034,<100DM,<1yr,2,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,23.0,none,rent,2,skilled_employee/official,1,yes,yes,1
518,zero_checking,6,Existing_credits_paid_till_now,new_car,866.0,100_to_500DM,>7yrs,3,male_single,None,2,building_society_savings_agreement/life_insurance,43.0,none,own,1,skilled_employee/official,1,yes,yes,0
519,None,6,Critical_acct_other_credits_existing,radio/television,1810.9071398449375,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,unknown/no_property,36.0,none,for_free,2,skilled_employee/official,1,none,yes,0
520,None,24,Critical_acct_other_credits_existing,repairs,2756.0,<100DM,>7yrs,3,male_single,None,4,unknown/no_property,44.0,none,for_free,2,skilled_employee/official,1,none,yes,0
521,0_checking,18`,Existing_credits_paid_till_now,radio/television,5686.0,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,2,real_estate,24.0,none,own,1,skilled_employee/official,1,none,yes,1
522,0_checking,48,No_credits_taken_or_all_paid,furniture/equipment,7359.0,<100DM,1_to_4yrs,3,male_single,None,4,unknown/no_property,53.0,none,for_free,2,skilled_employee/official,2,none,yes,1
523,None,24,Existing_credits_paid_till_now,used_car,2752.325384948384,100_to_500DM,4_to_7yrs,3,feemale_divorced/separated/married,None,4,car_or_other_nonsavings,23.0,none,own,1,skilled_employee/official,1,none,yes,0
524,from_zero_to_200,18`,Existing_credits_paid_till_now,radio/television,4055.453540060271,<100DM,1_to_4yrs,4,feemale_divorced/separated/married,guarantor,4,real_estate,26.0,none,own,1,unskilled_resident,2,none,yes,0
525,from_zero_to_200,26,Existing_credits_paid_till_now,used_car,4460.0788923730515,<100DM,<1yr,2,male_single,None,3,car_or_other_nonsavings,30.0,none,own,2,skilled_employee/official,1,none,yes,0
526,None,15,Critical_acct_other_credits_existing,education,2996.5458173889033,100_to_500DM,1_to_4yrs,4,female_divorced/separated/married,None,3,car_or_other_nonsavings,31.0,none,own,1,skilled_employee/official,1,none,yes,0
527,None,4,Critical_acct_other_credits_existing,radio/television,2708.0,<100DM,4_to_7yrs,2,male_single,None,1,real_estate,42.0,none,own,2,unskilled_resident,2,none,yes,0
528,0_checking,36,Existing_credits_paid_till_now,radio/television,7559.406398041126,<100DM,1_to_4yrs,4,male_divorced/separated,None,4,car_or_other_nonsavings,31.0,none,rent,1,skilled_employee/official,1,none,yes,1
529,zero_checking,6,Existing_credits_paid_till_now,newcar,3750.0,<100DM,<1yr,3,male_single,None,4,real_estate,41.0,none,own,1,unskilled_resident,2,yes,yes,0
530,from_0_to_200,36,Existing_credits_paid_till_now,education,3314.0,<100DM,4_to_7yrs,3,male_single,None,1,car_or_other_nonsavings,32.0,none,own,2,skilled_employee/official,2,none,yes,0
531,from_0_to_200,15,Existing_credits_paid_till_now,new_car,6025.493964846101,100_to_500DM,1_to_4yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,28.0,none,rent,2,skilled_employee/official,1,yes,yes,1
532,None,12,Delay_in_past,used_car,3611.866028107036,<100DM,1_to_4yrs,4,male_married/widowed,None,4,real_estate,41.0,none,rent,1,skilled_employee/official,1,none,yes,0
533,None,24,Existing_credits_paid_till_now,radio/television,4970.0,100_to_500DM,4_to_7yrs,4,male_married/widowed,None,3,building_society_savings_agreement/life_insurance,26.0,none,own,1,skilled_employee/official,1,yes,yes,0
534,None,None,Existing_credits_paid_till_now,radio/television,792.0,Unknown_or_no_savings_acct,<1yr,4,male_single,None,2,car_or_other_nonsavings,25.0,none,own,2,skilled_employee/official,1,none,yes,0
535,more_then_200,21,Critical_acct_other_credits_existing,education,5353.0106136945615,<100DM,<1yr,2,male_divorced/separated,None,1,car_or_other_nonsavings,33.0,none,rent,1,skilled_employee/official,1,none,yes,1
536,0_checking,6,Existing_credits_paid_till_now,new_car,4882.0,Unknown_or_no_savings_acct,unemployed,4,female_divorced/separated/married,None,3,building_society_savings_agreement/life_insurance,75.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
537,from_zero_to_200,18`,Critical_acct_other_credits_existing,furniture/equipment,1550.16384097944,<100DM,>7yrs,3,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,37.0,none,own,1,skilled_employee/official,1,yes,yes,0
538,0_checking,48,Existing_credits_paid_till_now,newcar,24190.0,<100DM,>7yrs,4,male_single,None,4,unknown/no_property,42.0,bank,for_free,1,management_self-employed_highly_qualified/officer,1,none,yes,1
539,more_than_200,18`,None,furniture/equipment,1560.0,<100DM,<1yr,1,female_divorced/separated/married,None,1,building_society_savings_agreement/life_insurance,45.0,stores,own,1,unskilled_resident,1,none,yes,0
540,from_zero_to_200,None,Existing_credits_paid_till_now,radio/television,8285.383754527997,<100DM,<1yr,1,male_married/widowed,None,1,real_estate,23.0,none,rent,1,skilled_employee/official,1,none,yes,1
541,None,24,Delay_in_past,new_car,1531.3640852649025,<100DM,>7yrs,4,male_single,None,4,unknown/no_property,60.0,none,for_free,2,skilled_employee/official,1,yes,yes,0
542,zero_checking,30,Existing_credits_paid_till_now,furniture/equipment,8199.0,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,31.0,none,own,1,skilled_employee/official,1,none,yes,1
543,more_than_200,18`,Existing_credits_paid_till_now,furniture/equipment,8383.0,<100DM,1_to_4yrs,2,male_single,None,1,real_estate,34.0,none,own,1,unskilled_resident,2,none,yes,1
544,None,12,Critical_acct_other_credits_existing,new_car,2301.0,<100DM,>7yrs,4,male_single,None,4,real_estate,61.0,none,own,2,unskilled_resident,1,none,yes,0
545,0_checking,24,Delay_in_past,new_car,7931.820095115166,<100DM,unemployed,4,male_single,None,2,real_estate,43.0,none,for_free,2,skilled_employee/official,2,none,yes,1
546,None,None,Critical_acct_other_credits_existing,new_car,2213.010698519599,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,37.0,none,own,1,skilled_employee/official,1,yes,yes,0
547,None,24,Existing_credits_paid_till_now,radio/television,2088.0,<100DM,4_to_7yrs,3,male_single,None,1,car_or_other_nonsavings,32.0,bank,own,1,skilled_employee/official,2,none,yes,0
548,0_checking,12,All_credits_paid_duly,radio/television,8298.410149648516,<100DM,1_to_4yrs,4,feemale_divorced/separated/married,None,4,real_estate,24.0,bank,own,1,unskilled_resident,1,none,yes,1
549,None,48,Critical_acct_other_credits_existing,used_car,4345.03443920684,Unknown_or_no_savings_acct,4_to_7yrs,2,male_single,None,1,unknown/no_property,35.0,none,for_free,2,skilled_employee/official,1,yes,yes,0
550,None,12,Critical_acct_other_credits_existing,repairs,3618.0,Unknown_or_no_savings_acct,4_to_7yrs,4,feemale_divorced/separated/married,None,4,real_estate,23.0,none,own,2,skilled_employee/official,1,none,yes,0
551,None,6,All_credits_paid_duly,radio/television,5584.0,500_to_1000DM,>7yrs,2,male_single,None,4,building_society_savings_agreement/life_insurance,45.0,bank,own,1,unskilled_resident,2,none,yes,0
552,0_checking,48,Existing_credits_paid_till_now,radio/television,6008.6750349407985,<100DM,4_to_7yrs,1,male_married/widowed,guarantor,1,real_estate,34.0,none,own,2,skilled_employee/official,1,yes,yes,1
553,from_zero_to_200,12,Critical_acct_other_credits_existing,newcar,3332.521556919404,100_to_500DM,<1yr,4,male_single,None,1,car_or_other_nonsavings,27.0,none,own,1,skilled_employee/official,1,none,yes,0
554,from_zero_to_200,9,Existing_credits_paid_till_now,education,4643.0,<100DM,4_to_7yrs,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,67.0,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0
555,from_0_to_200,12,Existing_credits_paid_till_now,radio/television,5140.0,<100DM,<1yr,2,male_single,None,1,car_or_other_nonsavings,22.0,stores,own,1,skilled_employee/official,1,none,yes,1
556,from_0_to_200,18`,No_credits_taken_or_all_paid,new_car,6689.205240540159,100_to_500DM,<1yr,3,female_divorced/separated/married,None,3,car_or_other_nonsavings,28.0,none,own,2,skilled_employee/official,1,none,yes,1
557,None,21,No_credits_taken_or_all_paid,new_car,1910.0,Unknown_or_no_savings_acct,1_to_4yrs,1,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,29.0,bank,own,2,skilled_employee/official,1,yes,yes,1
558,zero_checking,24,All_credits_paid_duly,furniture/equipment,7927.686572216389,<100DM,4_to_7yrs,3,male_single,None,4,car_or_other_nonsavings,27.0,bank,own,1,skilled_employee/official,1,none,yes,1
559,from_zero_to_200,18`,Critical_acct_other_credits_existing,furniture/equipment,26200.0,<100DM,<1yr,2,male_single,None,2,real_estate,31.0,none,own,2,unskilled_resident,1,none,yes,1
560,zero_checking,24,Existing_credits_paid_till_now,used_car,663.0,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,unknown/no_property,49.0,bank,for_free,1,skilled_employee/official,2,yes,yes,0
561,0_checking,24,All_credits_paid_duly,radio/television,8077.774688220366,<100DM,4_to_7yrs,4,male_single,guarantor,4,car_or_other_nonsavings,24.0,bank,rent,1,unskilled_resident,1,none,yes,1
562,more_than_200,6,Delay_in_past,radio/television,3761.0,<100DM,<1yr,2,female_divorced/separated/married,None,1,building_society_savings_agreement/life_insurance,29.0,bank,own,1,skilled_employee/official,1,none,yes,0
563,from_zero_to_200,36,Existing_credits_paid_till_now,new_car,10557.0,Unknown_or_no_savings_acct,1_to_4yrs,1,male_single,None,4,unknown/no_property,37.0,none,for_free,1,skilled_employee/official,1,yes,yes,1
564,from_0_to_200,None,Delay_in_past,business,1582.0,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,37.0,bank,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0
565,from_zero_to_200,24,Delay_in_past,radio/television,2419.0,100_to_500DM,4_to_7yrs,3,feemale_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,23.0,none,rent,2,skilled_employee/official,1,yes,yes,0
566,0_checking,12,Existing_credits_paid_till_now,new_car,5623.0,<100DM,4_to_7yrs,2,male_divorced/separated,None,3,car_or_other_nonsavings,,none,own,1,skilled_employee/official,1,none,yes,1
567,None,24,Critical_acct_other_credits_existing,radio/television,3728.0,>1000DM,>7yrs,2,male_single,None,2,car_or_other_nonsavings,34.0,none,own,1,skilled_employee/official,1,none,yes,0
568,from_0_to_200,48,Existing_credits_paid_till_now,radio/television,4772.256022062965,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,None,1,car_or_other_nonsavings,41.0,none,own,2,skilled_employee/official,2,yes,yes,0
569,0_checking,48,Existing_credits_paid_till_now,radio/television,5290.0,<100DM,1_to_4yrs,3,female_divorced/separated/married,None,2,car_or_other_nonsavings,,none,own,1,skilled_employee/official,1,yes,yes,1
570,0_checking,24,Existing_credits_paid_till_now,furniture/equipment,5991.713943669707,<100DM,<1yr,4,female_divorced/separated/married,None,4,real_estate,23.0,none,rent,1,unskilled_resident,1,yes,yes,1
571,None,30,Critical_acct_other_credits_existing,radio/television,4418.0,<100DM,4_to_7yrs,3,male_single,co-applicant,2,car_or_other_nonsavings,38.0,none,own,1,skilled_employee/official,1,none,yes,0
572,None,24,Existing_credits_paid_till_now,usedcar,2672.41633302439,Unknown_or_no_savings_acct,unemployed,2,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,26.0,none,rent,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
573,0_checking,15,Existing_credits_paid_till_now,business,1734.0,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,22.0,none,own,1,unskilled_resident,1,none,yes,0
574,from_zero_to_200,9,Existing_credits_paid_till_now,radio/television,974.0191956238314,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,27.0,none,own,2,unskilled_resident,1,none,yes,0
575,None,15,Critical_acct_other_credits_existing,furniture/equipment,4483.777860495511,<100DM,4_to_7yrs,2,female_divorced/separated/married,co-applicant,3,car_or_other_nonsavings,24.0,bank,own,2,skilled_employee/official,1,none,yes,0
576,from_zero_to_200,12,Existing_credits_paid_till_now,radio/television,6027.0,<100DM,4_to_7yrs,2,female_divorced/separated/married,None,1,real_estate,27.0,none,own,1,skilled_employee/official,1,none,yes,0
577,None,24,Critical_acct_other_credits_existing,education,4295.255031851402,Unknown_or_no_savings_acct,1_to_4yrs,3,feemale_divorced/separated/married,None,2,car_or_other_nonsavings,33.0,none,own,2,skilled_employee/official,1,yes,yes,0
578,from_0_to_200,36,Critical_acct_other_credits_existing,new_car,13680.0,<100DM,<1yr,4,male_divorced/separated,None,4,car_or_other_nonsavings,27.0,none,own,2,skilled_employee/official,1,none,yes,1
579,None,24,Existing_credits_paid_till_now,retraining,4147.032898508931,<100DM,<1yr,4,male_married/widowed,None,3,car_or_other_nonsavings,27.0,none,own,2,unskilled_resident,1,none,yes,0
580,from_zero_to_200,18`,Critical_acct_other_credits_existing,new_car,5204.753295377594,<100DM,>7yrs,3,male_single,guarantor,3,real_estate,30.0,bank,own,2,skilled_employee/official,1,none,yes,1
581,from_0_to_200,12,Critical_acct_other_credits_existing,new_car,2723.0,<100DM,<1yr,1,male_single,None,3,real_estate,49.0,bank,own,2,unskilled_resident,2,none,yes,0
582,None,9,Existing_credits_paid_till_now,furniture/equipment,4000.0,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,2,real_estate,,none,rent,1,skilled_employee/official,1,none,yes,0
583,from_0_to_200,36,Existing_credits_paid_till_now,repairs,5958.578572847157,<100DM,<1yr,4,male_single,None,1,unknown/no_property,33.0,none,rent,1,unskilled_resident,1,none,yes,1
584,None,None,None,new_car,4098.0,Unknown_or_no_savings_acct,>7yrs,4,feemale_divorced/separated/married,None,4,unknown/no_property,52.0,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
585,0_checking,18`,Existing_credits_paid_till_now,furniture/equipment,585.0,<100DM,1_to_4yrs,1,female_divorced/separated/married,None,4,real_estate,20.0,bank,rent,1,skilled_employee/official,1,none,yes,1
586,0_checking,9,Critical_acct_other_credits_existing,new_car,1797.0,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,,none,rent,2,skilled_employee/official,2,none,yes,0
587,zero_checking,12,Existing_credits_paid_till_now,furniture/equipment,4565.0,<100DM,1_to_4yrs,4,male_single,guarantor,1,building_society_savings_agreement/life_insurance,21.0,none,own,1,unskilled_resident,1,none,yes,0
588,0_checking,18`,Existing_credits_paid_till_now,domestic_appliances,8892.0,<100DM,1_to_4yrs,4,male_married/widowed,None,3,real_estate,47.0,none,own,1,unskilled_resident,1,yes,yes,1
589,0_checking,12,Critical_acct_other_credits_existing,furniture/equipment,18152.0,<100DM,>7yrs,3,male_single,None,3,building_society_savings_agreement/life_insurance,60.0,none,own,2,skilled_employee/official,1,none,yes,1
590,zero_checking,None,Critical_acct_other_credits_existing,radio/television,3913.0,<100DM,4_to_7yrs,4,female_divorced/separated/married,None,3,real_estate,58.0,none,own,4,unskilled_resident,1,yes,yes,0
591,from_zero_to_200,24,Delay_in_past,new_car,15303.0,Unknown_or_no_savings_acct,1_to_4yrs,4,feemale_divorced/separated/married,None,4,car_or_other_nonsavings,42.0,none,rent,2,skilled_employee/official,1,yes,yes,0
592,None,21,Existing_credits_paid_till_now,business,4799.0,>1000DM,>7yrs,4,female_divorced/separated/married,None,4,real_estate,36.0,bank,own,1,unskilled_resident,1,none,yes,0
593,from_0_to_200,24,Existing_credits_paid_till_now,new_car,5782.0,<100DM,1_to_4yrs,3,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,20.0,none,rent,1,unskilled_resident,1,yes,yes,1
594,0_checking,24,All_credits_paid_duly,other,7479.898820546168,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,3,car_or_other_nonsavings,40.0,stores,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
595,from_zero_to_200,6,All_credits_paid_duly,new_car,8323.0,100_to_500DM,<1yr,1,female_divorced/separated/married,None,1,building_society_savings_agreement/life_insurance,32.0,stores,own,1,unskilled_resident,1,none,yes,1
596,0_checking,24,Existing_credits_paid_till_now,new_car,6053.243557158115,<100DM,4_to_7yrs,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,23.0,none,rent,2,skilled_employee/official,1,none,yes,1
597,from_0_to_200,24,No_credits_taken_or_all_paid,business,6296.0,<100DM,1_to_4yrs,1,male_single,None,4,real_estate,36.0,none,own,3,unskilled_resident,1,yes,yes,1
598,None,18`,Critical_acct_other_credits_existing,new_car,7030.423540614106,<100DM,4_to_7yrs,2,male_single,None,2,building_society_savings_agreement/life_insurance,31.0,bank,own,2,skilled_employee/official,1,none,yes,1
599,None,24,Delay_in_past,business,1654.0,<100DM,1_to_4yrs,1,male_single,None,2,unknown/no_property,32.0,none,for_free,1,skilled_employee/official,1,none,yes,0
600,from_zero_to_200,None,Existing_credits_paid_till_now,radio/television,3835.0,<100DM,<1yr,1,female_divorced/separated/married,guarantor,1,real_estate,45.0,none,own,1,skilled_employee/official,1,none,yes,0
601,from_zero_to_200,9,Existing_credits_paid_till_now,furniture/equipment,5575.575784303001,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,1,building_society_savings_agreement/life_insurance,30.0,none,own,1,skilled_employee/official,1,none,yes,1
602,from_zero_to_200,24,All_credits_paid_duly,education,13102.0,<100DM,4_to_7yrs,4,feemale_divorced/separated/married,None,4,unknown/no_property,34.0,bank,for_free,1,unskilled_resident,1,none,yes,1
603,None,36,Existing_credits_paid_till_now,furniture/equipment,8419.0,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,28.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
604,more_than_200,None,Existing_credits_paid_till_now,furniture/equipment,694.0,<100DM,<1yr,4,feemale_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,23.0,none,own,1,skilled_employee/official,1,none,yes,0
605,0_checking,24,All_credits_paid_duly,furniture/equipment,1904.9744680527622,500_to_1000DM,1_to_4yrs,4,male_single,None,4,real_estate,22.0,stores,own,1,skilled_employee/official,1,yes,yes,0
606,None,24,Critical_acct_other_credits_existing,business,1690.0,<100DM,1_to_4yrs,3,male_single,None,2,real_estate,74.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
607,from_zero_to_200,36,Existing_credits_paid_till_now,radio/television,15490.0,100_to_500DM,1_to_4yrs,4,feemale_divorced/separated/married,co-applicant,4,unknown/no_property,50.0,none,for_free,1,skilled_employee/official,1,none,yes,1
608,None,18`,Existing_credits_paid_till_now,radio/television,4606.0,<100DM,<1yr,4,male_single,None,1,real_estate,33.0,none,own,1,skilled_employee/official,1,none,yes,0
609,None,15,Existing_credits_paid_till_now,used_car,1829.4926264735307,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,unknown/no_property,45.0,bank,for_free,1,skilled_employee/official,2,none,yes,0
610,zero_checking,12,None,domestic_appliances,7080.896835813457,100_to_500DM,unemployed,4,female_divorced/separated/married,None,3,building_society_savings_agreement/life_insurance,22.0,none,own,1,skilled_employee/official,1,none,yes,1
611,more_than_200,10,Existing_credits_paid_till_now,new_car,5862.0,100_to_500DM,>7yrs,1,female_divorced/separated/married,None,4,unknown/no_property,48.0,none,for_free,1,unskilled_resident,2,none,yes,1
612,zero_checking,21,Existing_credits_paid_till_now,radio/television,2113.0,>1000DM,<1yr,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,29.0,bank,own,1,skilled_employee/official,1,none,yes,0
613,0_checking,24,All_credits_paid_duly,used_car,2787.0,<100DM,1_to_4yrs,1,feemale_divorced/separated/married,guarantor,4,car_or_other_nonsavings,22.0,bank,rent,1,skilled_employee/official,1,none,no,0
614,None,18`,Delay_in_past,furniture/equipment,8199.409683535101,<100DM,4_to_7yrs,4,female_divorced/separated/married,None,1,real_estate,22.0,none,own,1,skilled_employee/official,1,none,yes,1
615,from_zero_to_200,48,No_credits_taken_or_all_paid,business,3960.185356802844,Unknown_or_no_savings_acct,1_to_4yrs,2,male_single,None,2,car_or_other_nonsavings,48.0,bank,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
616,from_0_to_200,60,Delay_in_past,radio/television,4497.845268748349,Unknown_or_no_savings_acct,1_to_4yrs,2,male_single,None,2,unknown/no_property,27.0,none,for_free,1,management_self-employed_highly_qualified/officer,1,none,yes,0
617,0_checking,6,None,new_car,4312.0,<100DM,1_to_4yrs,1,male_single,None,3,real_estate,37.0,none,rent,3,skilled_employee/official,2,none,yes,0
618,from_zero_to_200,30,Existing_credits_paid_till_now,furniture/equipment,8123.066823091817,100_to_500DM,1_to_4yrs,2,female_divorced/separated/married,co-applicant,4,car_or_other_nonsavings,21.0,none,rent,1,skilled_employee/official,1,none,yes,1
619,None,12,Existing_credits_paid_till_now,new_car,1811.0,<100DM,1_to_4yrs,4,male_divorced/separated,None,2,real_estate,49.0,none,own,1,unskilled_resident,1,none,yes,0
620,from_0_to_200,21,Critical_acct_other_credits_existing,business,3164.26438014348,<100DM,4_to_7yrs,2,male_single,None,3,building_society_savings_agreement/life_insurance,27.0,none,own,2,skilled_employee/official,1,none,yes,0
621,None,18`,Critical_acct_other_credits_existing,new_car,5108.03953068399,<100DM,1_to_4yrs,3,male_single,None,2,building_society_savings_agreement/life_insurance,32.0,bank,own,2,skilled_employee/official,1,none,yes,1
622,None,48,Existing_credits_paid_till_now,business,5046.4956171592985,Unknown_or_no_savings_acct,1_to_4yrs,4,male_divorced/separated,None,2,real_estate,38.0,bank,own,1,skilled_employee/official,1,none,yes,1
623,0_checking,12,Existing_credits_paid_till_now,furniture/equipment,6382.0,<100DM,<1yr,4,female_divorced/separated/married,None,1,car_or_other_nonsavings,22.0,none,rent,1,skilled_employee/official,1,none,yes,0
624,0_checking,18`,Existing_credits_paid_till_now,radio/television,7028.0,<100DM,1_to_4yrs,4,male_single,None,4,unknown/no_property,65.0,none,for_free,2,skilled_employee/official,1,none,yes,1
625,None,15,Existing_credits_paid_till_now,radio/television,3471.6203590484697,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,2,car_or_other_nonsavings,35.0,none,own,1,skilled_employee/official,1,none,yes,0
626,more_than_200,6,Existing_credits_paid_till_now,furniture/equipment,2148.0,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,41.0,none,own,1,skilled_employee/official,1,yes,yes,0
627,from_zero_to_200,9,All_credits_paid_duly,new_car,9138.74727593144,100_to_500DM,4_to_7yrs,2,male_single,None,3,unknown/no_property,29.0,none,own,1,skilled_employee/official,1,none,yes,1
628,None,42,Critical_acct_other_credits_existing,furniture/equipment,4899.0,500_to_1000DM,1_to_4yrs,4,male_single,None,4,real_estate,36.0,none,own,2,skilled_employee/official,1,yes,yes,0
629,None,9,Existing_credits_paid_till_now,education,4567.0,Unknown_or_no_savings_acct,>7yrs,1,male_single,None,4,real_estate,64.0,none,own,1,unskilled_resident,1,none,yes,0
630,0_checking,24,Existing_credits_paid_till_now,radio/television,1159.0,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,28.0,none,own,1,skilled_employee/official,1,none,yes,0
631,0_checking,18`,All_credits_paid_duly,furniture/equipment,5408.89937864277,<100DM,1_to_4yrs,4,male_single,None,3,car_or_other_nonsavings,44.0,bank,own,1,skilled_employee/official,1,none,yes,1
632,from_0_to_200,15,Existing_credits_paid_till_now,radio/television,4369.0,Unknown_or_no_savings_acct,<1yr,4,male_single,None,1,building_society_savings_agreement/life_insurance,23.0,none,own,1,skilled_employee/official,1,none,yes,0
633,None,9,Existing_credits_paid_till_now,furniture/equipment,6002.7328069463365,<100DM,<1yr,2,female_divorced/separated/married,co-applicant,2,car_or_other_nonsavings,19.0,none,rent,2,skilled_employee/official,1,none,yes,1
